,Master US firm name,in TFR-500,in Moodys 32,in Moodys 34,in Tenenbaum,in HB 32,in HB 34,Name of Foreign Business,moodys32 affiliated German firm name,moodys32 notes,moodys32 mentions a subsidiary,moodys32 mentions stock ownership,moodys32 subsidiary is AG,moodys32 mentions an affilated company,moodys32 mentions a plant/office/branch,moodys32 is a subsidiary of a German firm,moodys32 other types of agreement,moodys34 affiliated German firm name,moodys34 reviewed_notes,moodys34 mentions a subsidiary,moodys34 mentions stock ownership,moodys34 subsidiary is AG,moodys34 mentions an affilated company,moodys34 mentions a plant/office/branch,moodys34 is a subsidiary of a German firm,moodys34 other types of agreement,tenenbaum affiliated German firm name,tenenbaum notes,tenenbaum mentions a subsidiary,tenenbaum mentions stock ownership,tenenbaum subsidiary is AG,tenenbaum mentions an affilated company,tenenbaum mentions a plant/office/branch,tenenbaum is a subsidiary of a German firm,tenenbaum other types of agreement,HB 1932 affiliated German firm name,HB 1934 affiliated German firm name
211,Standard Oil Company (New Jersey),True,True,True,True,True,True,"['Allgemeine Oel-Handels-Gesellschaft mit beschrankter Haftung', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsche Gasolin Aktiengesellschaft', 'Deutsche Landerbank Aktiengesellschaft', '""Gluckauf"" Deutsche Oel Gesellschaft Hersfeld & Co., G.m.b.H.', 'Intava Arbeitsgemeinschaft Der Deutsche-Amerikanischen Petroleum-Gesellschaft Und Der Deutschen Vacuum Oil - Aktiengesellschaft Fur Entwicklung Und Vertrieb Von Luftfahrt-Kraft- Und Schmierstoffen', 'Mineraloel-Raffinerie vorm. August Korff', 'Norddeustche Mineraloelwerke Stettin G.m.b.H.', 'Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Titan-Oel-Gesellschaft m.b.H.']",I. G. Farbenindustrie A. G.,"STANDARD-I. G. CO.:  Incorporated in Delaware In Nov., 1929, as a merger of interests of Standard Oil Co. (N. J.) and the I. G. Farbenindustrie A. G. in hydrogenation development, replacing a development contract entered into by these two companies in 1927. All patent rights, present and future, relating to hydrogenation of coal and oil outside of Germany have been assigned to the Standard-I. G. Co. Oli hydrogenation plant at Bayway. N. J., was completed in Aug., 1930. Another plant is under construction at Baton Rouge, La., and a third plant is to be constructed at Baytown, Tex. Exclusive rights to license the new process in the United States have been vested in a new company. Hydro Patents Co., incorporated in Delaware. The entire issued stock of this company is at present held by Standard Oil Development Co., but licensees of the process will be required to own stock of the Hydro Patents Co. and to make their daily production under the process equal in barrels the number of shares of Hydro stock taken. Hydro Engineering & Chemical Co. has also been organized and will furnish to licensees of Hydro Patent Co. the technical knowledge relating to the process. This company will manufacture and maintain stocks of catalysts and on on request will supply them to licensees. Majority of capital stock of Standard-I. G. Co. owned by Standard Oil Co. (N. J.), balance by the I. G. Farbenindustrie, A. G.

International Hydrogenation Patents Co: Formed in 1931 through the fusion of interests of Standard Oil Co. of New Jersey, the I. G. Farbenindustrie of Germany, the Royal Dutch-Shell Group and Imperial Chemical industries. Ltd. Headquarters will be at Vadus, Leichtenstein. It will operate the hydrogenation process for the liquefaction or coal and the refining at oils in all countries outside the United States and Germany. The international Hydrogenation Engineering & Chemical Co., which is to be organized shortly at The Hague, will arrange the exchange of patent rights and new information on hydrogenation among all users, Including corresponding companies In the United States, which were organised in 1929. German Inventions and experience will be available to the now company through the Standard-I, G. Co., representing the fusion of hydrogenation interests between the I. G. Farbanindustrie of Germany and the Standard Oil Co. of Jersey.",False,False,False,False,False,False,True,Deutsch Amerikanische Petroleum Ges. (Germany),Under section Subsidiaries,True,False,False,False,False,False,False,Deutsch-Amerikanische Petroleum Gesellschaft; Mineralöl Raffinerie vorm . August Korf A.G.; Deutsche Gasolin A.G.,"The STANDARD OIL CO . OF NEW JERSEY Owns 84.2 % of the Deutsch-Amerikanische Petroleum Gesellschaft. 15.8 % of the stock of the German concern is held by the N. V. American Petroleum Co., Holland , whose stock is held 66.04 % by Standard Oil . Standard Oil thus has a 95 % control of the Deutsch - Amerikanische Petroleum Gesellschaft , whose capital is nominally 63,200,000 RM . The German firm owns an Austrian subsidiary , the Vacuum Oil Co. A.G. , capital 10,000,000 Schillings .; Standard Oil of New Jersey owns a majority of the Mineralöl Raffinerie vorm . August Korf A.G. ( 1,500,000 RM ) and 25 % of the Deutsche Gasolin A.G. ( 11,000,000 RM ) , in which firm it is associated with I. G. Farbenindustrie and Royal Dutch Shell .",True,False,True,False,False,False,False,"['Deutsch-Amerikanische Petroleum-Ges.', 'Mineraloel-Raffinerie vorm. August Korff']","['Mineraloel-Raffinerie vorm. August Korff.', 'Deutsch-Amerikanische Petroleum-Gesellschaft.']"
212,Standard Oil Company (New Jersey),True,True,True,True,True,True,"['Allgemeine Oel-Handels-Gesellschaft mit beschrankter Haftung', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsche Gasolin Aktiengesellschaft', 'Deutsche Landerbank Aktiengesellschaft', '""Gluckauf"" Deutsche Oel Gesellschaft Hersfeld & Co., G.m.b.H.', 'Intava Arbeitsgemeinschaft Der Deutsche-Amerikanischen Petroleum-Gesellschaft Und Der Deutschen Vacuum Oil - Aktiengesellschaft Fur Entwicklung Und Vertrieb Von Luftfahrt-Kraft- Und Schmierstoffen', 'Mineraloel-Raffinerie vorm. August Korff', 'Norddeustche Mineraloelwerke Stettin G.m.b.H.', 'Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Titan-Oel-Gesellschaft m.b.H.']",I. G. Farbenindustrie A. G.,"STANDARD-I. G. CO.:  Incorporated in Delaware In Nov., 1929, as a merger of interests of Standard Oil Co. (N. J.) and the I. G. Farbenindustrie A. G. in hydrogenation development, replacing a development contract entered into by these two companies in 1927. All patent rights, present and future, relating to hydrogenation of coal and oil outside of Germany have been assigned to the Standard-I. G. Co. Oli hydrogenation plant at Bayway. N. J., was completed in Aug., 1930. Another plant is under construction at Baton Rouge, La., and a third plant is to be constructed at Baytown, Tex. Exclusive rights to license the new process in the United States have been vested in a new company. Hydro Patents Co., incorporated in Delaware. The entire issued stock of this company is at present held by Standard Oil Development Co., but licensees of the process will be required to own stock of the Hydro Patents Co. and to make their daily production under the process equal in barrels the number of shares of Hydro stock taken. Hydro Engineering & Chemical Co. has also been organized and will furnish to licensees of Hydro Patent Co. the technical knowledge relating to the process. This company will manufacture and maintain stocks of catalysts and on on request will supply them to licensees. Majority of capital stock of Standard-I. G. Co. owned by Standard Oil Co. (N. J.), balance by the I. G. Farbenindustrie, A. G.

International Hydrogenation Patents Co: Formed in 1931 through the fusion of interests of Standard Oil Co. of New Jersey, the I. G. Farbenindustrie of Germany, the Royal Dutch-Shell Group and Imperial Chemical industries. Ltd. Headquarters will be at Vadus, Leichtenstein. It will operate the hydrogenation process for the liquefaction or coal and the refining at oils in all countries outside the United States and Germany. The international Hydrogenation Engineering & Chemical Co., which is to be organized shortly at The Hague, will arrange the exchange of patent rights and new information on hydrogenation among all users, Including corresponding companies In the United States, which were organised in 1929. German Inventions and experience will be available to the now company through the Standard-I, G. Co., representing the fusion of hydrogenation interests between the I. G. Farbanindustrie of Germany and the Standard Oil Co. of Jersey.",False,False,False,False,False,False,True,-,Standard I. G. Co.; International Hydrogenation Patents Co.,False,False,False,False,False,False,True,Deutsch-Amerikanische Petroleum Gesellschaft; Mineralöl Raffinerie vorm . August Korf A.G.; Deutsche Gasolin A.G.,"The STANDARD OIL CO . OF NEW JERSEY Owns 84.2 % of the Deutsch-Amerikanische Petroleum Gesellschaft. 15.8 % of the stock of the German concern is held by the N. V. American Petroleum Co., Holland , whose stock is held 66.04 % by Standard Oil . Standard Oil thus has a 95 % control of the Deutsch - Amerikanische Petroleum Gesellschaft , whose capital is nominally 63,200,000 RM . The German firm owns an Austrian subsidiary , the Vacuum Oil Co. A.G. , capital 10,000,000 Schillings .; Standard Oil of New Jersey owns a majority of the Mineralöl Raffinerie vorm . August Korf A.G. ( 1,500,000 RM ) and 25 % of the Deutsche Gasolin A.G. ( 11,000,000 RM ) , in which firm it is associated with I. G. Farbenindustrie and Royal Dutch Shell .",True,False,True,False,False,False,False,"['Deutsch-Amerikanische Petroleum-Ges.', 'Mineraloel-Raffinerie vorm. August Korff']","['Mineraloel-Raffinerie vorm. August Korff.', 'Deutsch-Amerikanische Petroleum-Gesellschaft.']"
213,Stauffer Chemical Co.,True,False,False,False,False,False,['Suddeutsche Chemische Werke'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Steinway & Sons,True,False,False,False,False,False,['Steinway & Sons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Submarine Signal Co.,True,False,False,False,False,False,['Signal Gesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Swift & Company,True,False,False,False,False,False,"['Swift & Company, G.m.b.H.', 'Swift & Company, G.m.b.H.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Swift and Company (Illinois),True,False,False,False,False,False,['Hanseatische Grundbitz Gesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Swiss ""Borvisk"" Company",True,False,False,False,False,False,"['""Borvisk"" Kunstseiden-Vertriebsgesellschaft, m.b.H.', 'Photochemie Kommandit Gesellschaft']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"Th. Goldschmidt Corporation, New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,"Th. Goldschmidt Aktiengesellschaft, Essen","The Goldschmidt AG possesses the majority control of the The Goldschmidt Corporation, New York, and the American subsidiary serves the mother company as a sales and industrial representative and as the exploitation agent for its patents.",False,False,False,False,False,True,False,,
220,The ARMCO International Corporation,True,False,False,True,False,False,['ARMCO Eisen G.m.b.H.'],,,,,,,,,,,,,,,,,,,Armco Eisengesellschaft m.b.H.; Vereinigte Stahlwerke,"The AMERICAN ROLLING MILL COMPANY owns , through its 100 % - controlled Armco International Corporation , the Armco Eisengesellschaft m.b.H. (capital 400,000 RM ) . The Armco International Corporation has granted licenses for the manufacture of Armco ingot iron products to the Vereinigte Stahlwerke .",True,False,False,False,False,False,True,,
221,"The American Express company, Incorporated.",True,False,False,True,False,False,['American Express Company mit Beschrankter Haftung'],,,,,,,,,,,,,,,,,,,American Express Co. m.b.H.,"The AMERICAN EXPRESS CO. M. B. H. ( 500,000 RM ) of Germany is owned by the American Express Co.Inc. The stock of this concern is owned 99.97 % by the American Express Company , 98% of whose stock is held by the Amerex Holding Co. This last concern by is owned the Chase National Bank and its shareholders .",True,False,False,False,False,False,False,,
222,The American Laundry Maschinery Co.,True,False,False,False,False,False,"['Almco Waschereimaschinen, GmbH']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,The Atlantic Refining Company,True,False,True,True,False,False,"['Allgemeine Oel-Handels, GmbH. (Oelhag)', 'The Atlantic Refining Company Germany GmbH', 'Atreco Oel-Handels GmbH.', 'Schlafhorst Chemische Werke, G.m.b.H.']",,,,,,,,,,Atlantic Refining Co. of Germany; Allgemeine Oel Handels Ges. (Germany),"Proprietary and Affiliated Companies, Dec. 31, 1933: ...Allgemeine Oel Handels Ges. (Germany) Shares issued (Rm. 6,000,000) Shares owned (Rm. 2,000,000); Atlantic Ref. Co. of Germany (Me.) Shares issued (604), Shares owned (604); Atlantic Ref. Co. of Germany (Germany) Shares issued (Rm. 1,000,000) Shares owned (Rm. 1,000,000)",True,True,False,False,False,False,False,Atlantic Refining Co. of Germany; Allgemeine Oelhandelsgesellschaft m.b.H.,"The ATLANTIC REFINING COMPANY owns 100% the Atlantic Re- fining Co. of Germany , capital 1,000,000 RM . , and 33.3 % of the Allgemeine Oelhandelsgesellschaft m.b.H. , capital 6,000,000 RM .",True,False,False,False,False,False,False,,
224,The Babcock & Wilcox Company,True,False,False,False,False,True,['Deustche Babcock & Wilcock'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Deutsche Babcock & Wilcox-Dampfkessel-Werke, Actien-Gesellschaft.', 'Claudius Peters Aktiengesellschaft.']"
225,The Brecht Corporation,True,False,False,False,False,False,['The Brecht Corporation G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"The Coca-Cola Company (101 W. 10th Street Wilmington, Delaware)",True,False,False,True,False,False,"['Coca-Cola G.m.b.H.', 'Coca-Cola G.m.b.H.', 'Coca-Cola G.m.b.H.']",,,,,,,,,,,,,,,,,,,Coca-Cola G.m.b.H.; Deutsche Vertriebs Gesellschaft m.b.H. für Naturgetränke,"The COCA COLA INTERNATIONAL CORPORATION controls the Coca- Cola Company which owns 100 the Coca Cola Export Corporation. This last concern owns 100 Coca Cola G.m.b.H, capitl 300,000 RM , and also holds a large share of the Deutsche Vertriebs- Gesellschaft m.b.H. für Naturgetränke .",True,True,False,False,False,False,False,,
227,"The Coca-Cola Export Corporation (101 W. 10th Street Wilmington, Delaware)",True,False,False,False,False,False,['Coca-Cola G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,The Deimel Linen-Mesh System Company,True,False,False,False,False,False,"[""Branch-Dr. Deimel's Maschenleinen-Fabrik-(Deimel Linen-Mesh System Co. U.S.A.)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,The Dentists' Supply Co. of New York,True,False,False,False,False,False,"['Standard Zahnfabrik A.G.', 'Zahnfabrik Wienand Soehne & Co.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,The Dorr Co.,True,False,False,True,False,False,['Dorr Gesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,Dorr G.m.b.H.,"The DORR CO., INC., which is the agent for European sales of the products the Oliver United Filter Co.,  owns the Dorr G.m.b.H.",True,False,False,False,False,False,False,,
231,The Durer Corporation,True,False,False,False,False,False,"['Durer Scheifmittel, G.m.b.H.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,The Fairbanks Company,True,False,False,False,False,False,['The Fairbanks G.m.b.H. Company'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,The Forak Company,True,False,False,False,False,False,['Ethyl Gesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,The Goodyear Tire & Rubber Company,False,False,True,True,True,True,,,,,,,,,,,Goodyear Tire & Rubber Co. A.G. (Germany),"Under section ""Subsidiaries"". In description: ""In 1924 company acquired exclusive rights to manufacture Zeppelins in America under the German patents. """,True,False,True,False,False,False,True,Goodyear Tire & Rubber Co. A. G.,"The GOODYEAR TIRE & RUBBER Co. owns the Goodyear Tire & Rubber Co. A. G. capital 750,000 RM.",True,False,True,False,False,False,False,['The Goodyear Tire & Rubber Co. Aktiengesellschaft'],['The Goodyear Tire & Rubber Co. Aktiengesellschaft.']
235,The Guardian Life Insurance Company of America,True,False,False,False,False,False,"['The Guardian Life Insurance Company of America, European Branch, German Business']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,The Hobert Manufacturing Company,True,False,False,False,False,False,"['Hobert Maschinen Gesellschaft, m.b.H.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,The Hollerith Co.,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,Deutsche Hollerith Maschinen G.m.b.H.,"The HOLLERITH Co. owns the Deutsche Hollerith Maschinen G.m.b.H. , capital 7,700,000 RM . The latter concern owns a large share in the Optima Maschinenfabrik ( 500,000 RM . ) , in which the parent Hollerith Co. also has direct holdings .",True,False,False,False,False,False,False,,
238,The Hoover Co.,True,False,False,False,False,False,['Hoover G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,The International Button Hole Sewing Machine Company,True,True,True,False,False,False,['Reece Machinery Company'],Reece Machinery Co. G.m.b.H.,"INTERNATIONAL BUTTON-HOLE SEWINO MACHINE CO.: Incorporated in Maine, May 18,1882. Owns foreign patents for Reece button-hole machinery, with agendas in Italy, Australia, New Zealand, Cuba, South America, Japan and South Africa. Also represented in England by Reece Machinery Co., Ltd.; in France by Reece Machineiy Co. (France); in Germany by Reece Machinery Co. G.M.B.H.; and in Canada by Reece Machinery Co. of Canada, Ltd. Entire capital stock of these companies is owned by the company. During latter part of 1931 company became exclusive agents in all countries other than Canada and the United States for the entire line of Union Button Sewing Machine",False,False,False,True,True,False,False,Reece Machinery Co. G.M.B.H.,"""represented in Germany by Reece Maschinery Co. G.M.B.H.""",False,False,False,False,False,False,True,,,,,,,,,,,
240,"The International Nickel Company, Inc.",True,False,False,False,False,False,"['Nickel Informationburo, G.m.b.H.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,The Lambert Company,False,False,True,False,False,False,,,,,,,,,,,NA,"Laboratories in Berlin, Germany (under Lambert Pharmacal Company)",False,False,False,False,True,False,False,,,,,,,,,,,
242,The May Department Store Co.,False,False,True,False,False,False,,,,,,,,,,,NA,"Company also has offices in ...., Berlin,...",False,False,False,False,True,False,False,,,,,,,,,,,
243,The Melltone Corporation,True,False,False,False,False,False,['Deutsche Carborumdum Werke'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,The National Acme Co.,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pittler Werkzeugmaschinenfabrik Aktiengesellschaft'],['Pittier Werkzeugmaschinenfabrik Aktiengesellschaft.']
245,The National Cash Register Company,True,False,True,True,False,False,['National-Krupp Registrier-Kassen G.m.b.H.'],,,,,,,,,,National Register Kassen Gesellschaft M.b.H.,"The National Register Kassen Gesellschaft M.b.H. operates a modern plant with 187,000 sq. ft. floor space in Berlin, Germany.",True,False,False,False,False,False,False,National-Krupp Registrier-Kassen G.m.b.H.,"The NATIONAL CASH REGISTER CO . OF MARYLAND owns 80 % of the National-Krupp Registrier-Kassen G.m.b.H. , capital 8,750,000 RM. , the other 20 % being held by Krupp .",True,False,False,False,False,False,False,,
246,The North American Provision Company,False,False,True,False,False,False,,,,,,,,,,,NA,"Companies packing establishments ..., having distributing stations in most of the large cities of the United States, and also in... Hamburg...",False,False,False,False,True,False,False,,,,,,,,,,,
247,The Permutit Company,True,False,False,False,False,False,['Permutit Filter Co. G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,The Pfaudler Co.,True,True,True,False,True,False,"['Pfaudler Werke, A.G.']","Pfaudler Werke A. G. at Schwetzingen, Germany","""Owns the Enamelled Metal Products Corp, Ltd., of London; the Pfaudler Werke A. G. at Schwetzingen, Germany""",True,False,True,False,True,False,False,"Pfaudler Werke A. G. at Schwetzingen, Germany","In description: ""Owns ... the Pfaudler Werke A. G. at Schwetzingen, Germany...""",True,False,True,False,False,False,False,,,,,,,,,,['Pfaudler-Werke Akt.-Ges.'],
249,The Pure Oil Company,True,False,False,False,False,False,['Oelwerke Julius Schindler G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"The Scholl Mfg. Co., Inc.",True,False,False,False,False,False,['Deutsche Schollwerke G.m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,The Silica Gel Corporation,False,True,True,False,False,False,,Eisenbahn Verkehrsmittel A.-G.; Kuehltransit A.-G.; Julius Pintsch A.-G.,"The company is associated with the Railroad Equipment Co. (Eisenbahn Verkehrsmittel A.-G.), the Refrigerator Transit Co. (Kuehltransit A.-G.), the Julius Pintsch A.-G. and the Dutch Koel en Vrieshuizen N. V., in a jointly owned Swiss corporation formed for the development of iceless refrigeration.",False,False,False,False,False,False,True,Eisenbahn Verkehrsmittel A.G.; Kueltransit A.G.; Julius Pintsch A.G.,"The company is associated with the Railroad Equipment Co. (Eisenbahn Verkehrsmittel A.G.), the Refridgerator Transit Co. (Kueltransit A.G.), the Julius Pintsch A.G. and the Dutch Koel en Vrieshuizen N. V., in a jointly owned Swiss corporation formed for the development of iceless refridgeration.",False,False,False,False,False,False,True,,,,,,,,,,,
252,The Stanley Works,True,True,False,False,False,False,['The Stanley Works G.m.b.H.'],"Stanley Work, G. m. b. H., Velbert, Germany","Owns and operates the Stanley Works of Canada, Ltd., and Stanley Steel Cov Ltd., at Hamilton, Ont., Canada, and the Stanley Tool Co, Ltd., Roxton Fond, Quebec, Canada; Stanley Chemical Co., Berlin, Conn.; Eagle Square Mfg. Co., South Shaftabury, Vt.; Stahley, Bic., Pulaski, Tenn.; Stanley Work, G. m. b. H., Velbert, Germany; Farmington River Power Co., Rainbow, Conn. ",True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
253,The Timken Roller Bearing Company,False,True,True,True,False,False,,"Deutsche Timken G.m.b.H., of Berlin","Deutsche Timken G.m.b.H., of Berlin, Germany: Organized in Sept, 1928. Capital of Rm 400,000, Rm 226,000 being acquired by Timken Roller Bearing Co.; balance by British Timken, Ltd., and the managers of the British and German companies.",True,False,False,False,False,False,False,Deutsche Timken G.m.b.H. of Berlin,"The Company through its subsidiaries and indirectly through investments held by the subsidiaries has interests in other European countries, including... Deutsche Timken G.m.b.H. of Berlin, ...",False,True,False,False,False,False,False,Deutsche Timken G.m.b.H.,"The TIMKEN ROLLER BEARING Co. owns a majority of the Deutsche Timken G.m.b.H. The minority interest in this concern is held by the British Timken Ltd. , whose majority stock is held in turn by the American Timken Roller Bearing Co.",True,False,False,False,False,False,False,,
254,The Torrington Company,True,True,True,True,False,False,"['Metallkentor, G.m.b.H.']","Metallwaaren Gesellschaft m. b. H., of Aachen","The plants of the company are as follows: ... the Metallwaaren Gesellschaft m.b.H., of Aachen",True,False,False,True,True,False,False,"Metallwaaren Gesellschaft m.b.H., of Aachen, Germany","In description: ""Factories located in this country, Canada, England and Germany... The plants of the company are as follows: ... the Metallwaaren Gesellschaft m. b. H., of Aachen, Germany""",True,False,False,False,False,False,False,The Metallwarren G.m.b.H.,"THE TORRINGTON Co. owns The Metallwaren G.m.b.H., engaged in the production of sewing machine needles .",True,False,False,False,False,False,False,,
255,The Westinghouse Air Brake Company,True,False,False,False,False,False,['Westinghouse Bremsen Gesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,The Willys-Overland Company,False,True,True,False,False,False,,NA,"The document mentions that the company has ""affiliated companies located in Canada, England and Germany,"" but it does not list the specific name of the German subsidiary on this page.",False,False,False,True,True,False,False,NA,"mentions ""affiliated companies located in Canada, England and Germany.""",False,False,False,True,True,False,False,,,,,,,,,,,
257,The Yale & Towne Manufacturing Company,True,True,True,True,True,False,"['Brankaer Eisenwerke', 'Damm & Ladwig Kommandit Gesellschaft and Dulv Aktien Gesellschaft', 'B.K.S. Handelsgesellschaft m.b.H.', 'The Yale & Towne Manufacturing Company, Velbert Division']","Damm & Ladwig Company of Velbert, Germany; Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany; Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia; Boge & Kastern, G.m.b.H., of Solingen, Germany","In Dec, 1927. company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties comprising 116 acres of tend with 20 buildings with a combined floor space of 425,000 sq. ft. and employing 1,750 people. In 1928, company purchased the plant and business of Boge & Kastern, G.m.b.H., of Solingen, Germany. Company’s Continental European business is now conducted as the “Velbert Branch of The Yale & Towne Manufacturing Co.” with plants at Velbert and Solingen, and a controlling interest in the plant at Troppau.",True,False,True,False,False,False,False,"Damm & Ladwig Company of Velbert, Germany; Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert; Brankaer Eisenwerke Aktiegesellschaft, Troppau (Czechoslovakia); Boge & Kastern, G.m.b.H. of Solingen, Germany","In description: In Dec., 1927, company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affliated companies, Aktiengesellschaften Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties compriaing 116 acres of land with 20 buildingd with a comabined floor space of  425,000 sq. ft. and employing 1750 people. In 1928, company purchased the plant and business of Boge & Kastern, G. m. b. H., of Solingen, germany.",True,False,True,False,False,False,False,Schlossfabrik Damm & Ladwig Kommissions-Gesellschaft,"The YALE & TOWNE MFG. CO., Connecticut, has taken over the properties of the Schlossfabrik Damm & Ladwig Kommissions -Gesell- schaft as its Velbert Division . By the introduction of American methods of mass production it has gained an important place in the German lock industry .",False,False,False,False,False,False,False,"['Dulv Aktiengesellschaft', 'Vereinigte Riegel- und Schlossfabriken Act.-Ges.']",
258,Tide Water Associated Oil Co.,True,False,True,True,False,False,['Hamburg-Amerikanische Mineralol-G.m.b.H.'],,,,,,,,,,"Hamburg-Amerikanische Mineralol-Gesellschaft, M.B.H.","Under section ""Other Companies""(The company or a subsidiary company holds a direct or indirect interest in the following companies: Hamburg-Amerikanische Mineralol-Gesellschaft, M.B.H.",False,True,False,False,False,False,False,Hamburg -Amerikanische Mineralölgesellschaft m.b.H. ,"The Tide Water Associated Oil Co. owns 93.5% of the Hamburg -Amerikanische Mineralölgesellschaft m.b.H. , capital 2,500,000 RM.",True,False,False,False,False,False,False,,
259,"Titan Company, Inc.",True,False,False,False,False,False,['Titangesellschaft m.b.H.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Titeflex Metal Hose Co.,True,False,False,False,True,True,['Europaische Titeflex Metallschlaush'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Europäische Titeflex Metallschlauch-Aktiengesellschaft'],['Europäische Titeflex Metallschlauch-Aktiengesellschaft.']
261,Tobe Deutschmann Corp.,False,False,True,False,False,False,,,,,,,,,,,Allgemeine Elektricitäts-Gesellschaft (General Electric Co. of Germany),"Incorporated in Delaware, Jan. 11, 1929, as successor to Tobe Deutschmann Co. (Mass.), which began business in Aug., 1925. It acts as the American representative of the Condenser Division (Hydra Works) of the Allgemeine Elektricitäts-Gesellschaft (General Electric Co. of Germany), and which it still represents.",False,False,False,False,False,False,True,,,,,,,,,,,
262,Trubenizing Process Corporation,True,False,False,False,False,False,"['Trubenis Lisensverwertungs, G.m.b.H.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Turner tanning Machinery Co.,False,True,False,False,False,False,,NA,"""Branches located at Philadelphia, Pa., Newark, N. J , Milwaukee, Wis.; Leeds, England; Paris, France; Frankfurt, Germany.""",False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,
264,Twentieth Century-Fox Film Corp.,True,True,True,True,True,False,"['Deutsche-Fox Film A.G.', 'Fox Tonende Wochenschau']","Fox Tonevale Wochenschau A. G., Germany; Deutsch Vereins Fox A. G.",,True,False,True,False,False,False,False,Deutsche Fox Film A.G. (Germany),"Under section ""Subsidiaries""",True,False,True,False,False,False,False,Deutsche Fox Film A.G.,"The TWENTIETH CENTURY -FOX FILM CORPORATION owns the Deutsche Fox Film A.G. , capital 100,000 RM . ",True,False,True,False,False,False,False,['Deutsche Fox-Film Aktiengesellschaft'],
265,U.S. Bronze Powder Works Inc.,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bronzefarbenwerke A.-G. vorm. Carl Schlenk'],
